strategy,model,style,sample_id,language,pred,hit,similarities
S2,arabert,zero-shot,MID0358,Arabic,D,1,"[0.4252534806728363, 0.4375150203704834, 0.40019431710243225, 0.44462376832962036]"
S2,arabert,zero-shot,MID0363,Arabic,A,1,"[0.5401831865310669, 0.5158950090408325, 0.5138445496559143, 0.515640139579773]"
S2,arabert,zero-shot,MID0487,Arabic,C,0,"[0.3983769714832306, 0.43230733275413513, 0.49637874960899353, 0.4044627547264099]"
S2,arabert,zero-shot,MID0705,Arabic,C,1,"[0.4558960795402527, 0.46999815106391907, 0.5336213707923889, 0.3633788228034973]"
S2,arabert,zero-shot,MID0596,Arabic,D,1,"[0.3640381395816803, 0.4348144233226776, 0.439004510641098, 0.4809228777885437]"
S2,arabert,zero-shot,MID0552,Arabic,D,0,"[0.37299004197120667, 0.34253770112991333, 0.3620029091835022, 0.39043128490448]"
S2,arabert,zero-shot,MID0031,Arabic,A,0,"[0.49672386050224304, 0.46809121966362, 0.4273148477077484, 0.4795053005218506]"
S2,arabert,zero-shot,MID0591,Arabic,B,0,"[0.44501611590385437, 0.5037388801574707, 0.4754733145236969, 0.4554496109485626]"
S2,arabert,zero-shot,MID0522,Arabic,B,0,"[0.40515971183776855, 0.41721370816230774, 0.4085000455379486, 0.3865532875061035]"
S2,arabert,zero-shot,MID0216,Arabic,D,0,"[0.5401631593704224, 0.5148923397064209, 0.5281739830970764, 0.5595787763595581]"
S2,arabert,zero-shot,MID0064,Arabic,C,0,"[0.3889629542827606, 0.3439205288887024, 0.45132210850715637, 0.40191036462783813]"
S2,arabert,zero-shot,MID0317,Arabic,C,1,"[0.40921539068222046, 0.46405312418937683, 0.5159932971000671, 0.49511080980300903]"
S2,arabert,zero-shot,MID0040,Arabic,B,0,"[0.3771350085735321, 0.37820300459861755, 0.3727671802043915, 0.3361899256706238]"
S2,arabert,zero-shot,MID0236,Arabic,C,0,"[0.5403900146484375, 0.5071074366569519, 0.5706498622894287, 0.5568097829818726]"
S2,arabert,zero-shot,MID0862,Arabic,B,1,"[0.4789454936981201, 0.5786601305007935, 0.43717271089553833, 0.45447853207588196]"
S2,arabert,zero-shot,MID0425,Arabic,B,0,"[0.4418621063232422, 0.4502311944961548, 0.4237537384033203, 0.44760408997535706]"
S2,arabert,zero-shot,MID0073,Arabic,D,1,"[0.23911024630069733, 0.25758126378059387, 0.2392643839120865, 0.26011982560157776]"
S2,arabert,zero-shot,MID0909,Arabic,D,0,"[0.3917516767978668, 0.3117298185825348, 0.38257265090942383, 0.3980506956577301]"
S2,arabert,zero-shot,MID0169,Arabic,D,0,"[0.39053791761398315, 0.360937237739563, 0.4028676748275757, 0.4152134358882904]"
S2,arabert,zero-shot,MID0767,Arabic,A,0,"[0.48844221234321594, 0.43444710969924927, 0.46216854453086853, 0.42260029911994934]"
S2,arabert,zero-shot,MID0622,Arabic,D,1,"[0.37593361735343933, 0.355270117521286, 0.38774368166923523, 0.42355790734291077]"
S2,arabert,zero-shot,MID0071,Arabic,A,1,"[0.5568340420722961, 0.5077829957008362, 0.49678170680999756, 0.5136874914169312]"
S2,arabert,zero-shot,MID0068,Arabic,B,1,"[0.5145632028579712, 0.5945909023284912, 0.540438175201416, 0.5445433855056763]"
S2,arabert,zero-shot,MID0307,Arabic,B,0,"[0.5285533666610718, 0.586482048034668, 0.5536854863166809, 0.3284408748149872]"
S2,arabert,zero-shot,MID0820,Arabic,D,1,"[0.3603436350822449, 0.34097686409950256, 0.36667290329933167, 0.470682829618454]"
S2,arabert,zero-shot,MID0719,Arabic,D,0,"[0.4866707921028137, 0.48015502095222473, 0.4824051856994629, 0.5355591177940369]"
S2,arabert,zero-shot,MID0639,Arabic,D,0,"[0.4493640065193176, 0.4447796940803528, 0.43446654081344604, 0.46191298961639404]"
S2,arabert,zero-shot,MID0322,Arabic,B,0,"[0.3580722212791443, 0.41651177406311035, 0.37876683473587036, 0.3742227852344513]"
S2,arabert,zero-shot,MID0785,Arabic,D,1,"[0.3629303574562073, 0.382209450006485, 0.33554139733314514, 0.3893483579158783]"
S2,arabert,zero-shot,MID0549,Arabic,C,0,"[0.4753202199935913, 0.47885119915008545, 0.5133721232414246, 0.4601588249206543]"
S2,arabert,zero-shot,MID0343,Arabic,C,0,"[0.35098037123680115, 0.37494784593582153, 0.40905463695526123, 0.3653501868247986]"
S2,arabert,zero-shot,MID0276,Arabic,B,0,"[0.43962469696998596, 0.4736473262310028, 0.43105658888816833, 0.46950939297676086]"
S2,arabert,zero-shot,MID0502,Arabic,C,0,"[0.48134589195251465, 0.47202765941619873, 0.4943866431713104, 0.48299872875213623]"
S2,arabert,zero-shot,MID0295,Arabic,D,0,"[0.4041316509246826, 0.4028347432613373, 0.47959744930267334, 0.48690932989120483]"
S2,arabert,zero-shot,MID0500,Arabic,D,0,"[0.3756123483181, 0.35665538907051086, 0.38619714975357056, 0.4026128351688385]"
S2,arabert,zero-shot,MID0631,Arabic,D,0,"[0.4467009902000427, 0.4639878571033478, 0.47229427099227905, 0.49428510665893555]"
S2,arabert,zero-shot,MID0024,Arabic,D,1,"[0.3441525995731354, 0.3648955225944519, 0.38750573992729187, 0.39947545528411865]"
S2,arabert,zero-shot,MID0441,Arabic,A,1,"[0.5985270142555237, 0.3942129909992218, 0.4469597041606903, 0.46035265922546387]"
S2,arabert,zero-shot,MID0412,Arabic,A,0,"[0.4663287401199341, 0.4415290355682373, 0.39298030734062195, 0.4593581259250641]"
S2,arabert,zero-shot,MID0219,Arabic,B,0,"[0.4173950254917145, 0.4436900317668915, 0.43594467639923096, 0.35453441739082336]"
S2,arabert,zero-shot,MID0523,Arabic,C,0,"[0.31522247195243835, 0.37191280722618103, 0.39401453733444214, 0.3729972541332245]"
S2,arabert,zero-shot,MID0614,Arabic,A,1,"[0.5517248511314392, 0.409013032913208, 0.48840224742889404, 0.5056537389755249]"
S2,arabert,zero-shot,MID0912,Arabic,A,0,"[0.4477982819080353, 0.4127771258354187, 0.39688172936439514, 0.427818238735199]"
S2,arabert,zero-shot,MID0755,Arabic,A,0,"[0.5243740081787109, 0.5225144624710083, 0.4623624384403229, 0.5058749318122864]"
S2,arabert,zero-shot,MID0605,Arabic,C,0,"[0.3573448061943054, 0.4256961941719055, 0.4705928564071655, 0.3923308253288269]"
S2,arabert,zero-shot,MID0826,Arabic,D,0,"[0.35232022404670715, 0.33807268738746643, 0.43668538331985474, 0.4497995674610138]"
S2,arabert,zero-shot,MID0744,Arabic,A,0,"[0.48908382654190063, 0.4512667655944824, 0.4658667743206024, 0.433599054813385]"
S2,arabert,zero-shot,YOR1930,Yoruba,A,1,"[0.48388025164604187, 0.39446547627449036, 0.43413999676704407, 0.406617671251297]"
S2,arabert,zero-shot,YOR1569,Yoruba,B,1,"[0.5019965767860413, 0.5430054068565369, 0.5157139897346497, 0.5384420156478882]"
S2,arabert,zero-shot,YOR2171,Yoruba,C,1,"[0.49723026156425476, 0.47624558210372925, 0.5834012627601624, 0.4775354266166687]"
S2,arabert,zero-shot,YOR1240,Yoruba,D,1,"[0.39274996519088745, 0.3826695382595062, 0.3624231517314911, 0.5303041934967041]"
S2,arabert,zero-shot,YOR3981,Yoruba,A,1,"[0.4799239933490753, 0.38206616044044495, 0.40863922238349915, 0.38934314250946045]"
S2,arabert,zero-shot,YOR1407,Yoruba,B,1,"[0.3589753210544586, 0.48093104362487793, 0.38637709617614746, 0.3769420087337494]"
S2,arabert,zero-shot,YOR2410,Yoruba,C,1,"[0.4953821897506714, 0.47153034806251526, 0.6047823429107666, 0.44734323024749756]"
S2,arabert,zero-shot,YOR1521,Yoruba,B,0,"[0.4660201370716095, 0.5184339284896851, 0.49118950963020325, 0.47762545943260193]"
S2,arabert,zero-shot,YOR3426,Yoruba,C,0,"[0.439733624458313, 0.4803469777107239, 0.5136550664901733, 0.47677236795425415]"
S2,arabert,zero-shot,YOR1130,Yoruba,B,1,"[0.4654603898525238, 0.5027173757553101, 0.44026342034339905, 0.49328070878982544]"
S2,arabert,zero-shot,YOR0370,Yoruba,A,0,"[0.47741833329200745, 0.4553956687450409, 0.45725417137145996, 0.45688408613204956]"
S2,arabert,zero-shot,YOR2447,Yoruba,A,0,"[0.39927351474761963, 0.38374754786491394, 0.3953182101249695, 0.3961513340473175]"
S2,arabert,zero-shot,YOR0938,Yoruba,D,0,"[0.5467495322227478, 0.5355150699615479, 0.5480063557624817, 0.5563563108444214]"
S2,arabert,zero-shot,YOR2476,Yoruba,C,0,"[0.44221165776252747, 0.48472049832344055, 0.5031485557556152, 0.4990491271018982]"
S2,arabert,zero-shot,YOR2639,Yoruba,D,0,"[0.4252098798751831, 0.42459166049957275, 0.4228851795196533, 0.4339729845523834]"
S2,arabert,zero-shot,YOR2231,Yoruba,B,0,"[0.4068663716316223, 0.4372151494026184, 0.4178250730037689, 0.39023011922836304]"
S2,arabert,zero-shot,YOR0708,Yoruba,A,1,"[0.41255423426628113, 0.3502455949783325, 0.37310513854026794, 0.35462918877601624]"
S2,arabert,zero-shot,YOR1886,Yoruba,B,1,"[0.4395895004272461, 0.651252031326294, 0.41791489720344543, 0.46483609080314636]"
S2,arabert,zero-shot,YOR0015,Yoruba,A,0,"[0.5500048398971558, 0.5212766528129578, 0.4934055209159851, 0.49089905619621277]"
S2,arabert,zero-shot,YOR1449,Yoruba,C,0,"[0.39170798659324646, 0.37669840455055237, 0.40532851219177246, 0.37807634472846985]"
S2,arabert,zero-shot,YOR4105,Yoruba,B,0,"[0.5157067775726318, 0.5268410444259644, 0.5229089260101318, 0.512433648109436]"
S2,arabert,zero-shot,YOR1710,Yoruba,D,0,"[0.4655601382255554, 0.49998390674591064, 0.4574931263923645, 0.5007161498069763]"
S2,arabert,zero-shot,YOR1463,Yoruba,C,1,"[0.4986695349216461, 0.47039180994033813, 0.5026072859764099, 0.45994293689727783]"
S2,arabert,zero-shot,YOR1685,Yoruba,D,1,"[0.489524245262146, 0.4962429702281952, 0.5104957818984985, 0.516764223575592]"
S2,arabert,zero-shot,YOR2232,Yoruba,A,1,"[0.43535012006759644, 0.3694351315498352, 0.3782413899898529, 0.3560132384300232]"
S2,arabert,zero-shot,YOR1583,Yoruba,B,1,"[0.40358713269233704, 0.5330159664154053, 0.3943730890750885, 0.4231608211994171]"
S2,arabert,zero-shot,YOR3430,Yoruba,C,1,"[0.39089906215667725, 0.3658239245414734, 0.4130185842514038, 0.3664510250091553]"
S2,arabert,zero-shot,YOR3039,Yoruba,B,0,"[0.48430201411247253, 0.5339718461036682, 0.504120945930481, 0.47504961490631104]"
S2,arabert,zero-shot,YOR0282,Yoruba,B,0,"[0.46608394384384155, 0.5339261293411255, 0.5306941270828247, 0.5292002558708191]"
S2,arabert,zero-shot,YOR3313,Yoruba,B,1,"[0.539055347442627, 0.5889900922775269, 0.5712612271308899, 0.5540324449539185]"
S2,arabert,zero-shot,YOR0761,Yoruba,B,0,"[0.5346157550811768, 0.5644593238830566, 0.5352776646614075, 0.5459985733032227]"
S2,arabert,zero-shot,YOR1731,Yoruba,D,1,"[0.3664660155773163, 0.38070374727249146, 0.3587961494922638, 0.4842410683631897]"
S2,arabert,zero-shot,YOR1250,Yoruba,A,1,"[0.4011836051940918, 0.3517351448535919, 0.3749563992023468, 0.36037352681159973]"
S2,arabert,zero-shot,YOR0174,Yoruba,D,0,"[0.4090338945388794, 0.4125663936138153, 0.39850255846977234, 0.4141712486743927]"
S2,arabert,zero-shot,YOR3670,Yoruba,C,1,"[0.40377533435821533, 0.381314218044281, 0.5572633743286133, 0.39437592029571533]"
S2,arabert,zero-shot,YOR3579,Yoruba,D,1,"[0.43367937207221985, 0.43912771344184875, 0.43280109763145447, 0.45554980635643005]"
S2,arabert,zero-shot,YOR1139,Yoruba,A,1,"[0.4175925850868225, 0.3970642387866974, 0.40237340331077576, 0.3658882975578308]"
S2,arabert,zero-shot,YOR3887,Yoruba,D,0,"[0.4968770444393158, 0.49914616346359253, 0.46557947993278503, 0.5274571180343628]"
S2,arabert,zero-shot,YOR1776,Yoruba,A,0,"[0.43462491035461426, 0.40638619661331177, 0.39440834522247314, 0.4291549026966095]"
S2,arabert,zero-shot,YOR0204,Yoruba,D,1,"[0.4131980240345001, 0.4612567722797394, 0.4335726797580719, 0.46129992604255676]"
S2,arabert,zero-shot,YOR2401,Yoruba,B,0,"[0.45699235796928406, 0.4849003553390503, 0.4667412042617798, 0.4685358703136444]"
S2,arabert,zero-shot,YOR1873,Yoruba,D,0,"[0.40873685479164124, 0.3925190269947052, 0.40636351704597473, 0.4159909188747406]"
S2,arabert,zero-shot,YOR0996,Yoruba,C,1,"[0.4762638211250305, 0.4426408112049103, 0.5148344039916992, 0.4404830038547516]"
S2,arabert,zero-shot,YOR1495,Yoruba,B,0,"[0.40469127893447876, 0.4096265435218811, 0.34866800904273987, 0.3811631500720978]"
S2,arabert,zero-shot,YOR2834,Yoruba,A,1,"[0.5526732802391052, 0.45782747864723206, 0.5046155452728271, 0.4733958840370178]"
S2,arabert,zero-shot,YOR2677,Yoruba,A,0,"[0.5309138894081116, 0.5102699398994446, 0.5022344589233398, 0.5256437063217163]"
S2,arabert,zero-shot,YOR0827,Yoruba,C,1,"[0.41156020760536194, 0.418307900428772, 0.43425193428993225, 0.42571863532066345]"
S2,arabert,zero-shot,YOR0033,Yoruba,B,0,"[0.41741302609443665, 0.4406837224960327, 0.4357728064060211, 0.4281272292137146]"
S2,arabert,zero-shot,YOR0072,Yoruba,B,0,"[0.4668096899986267, 0.5079888105392456, 0.47082850337028503, 0.4969089925289154]"
S2,arabert,zero-shot,YOR4139,Yoruba,B,1,"[0.40870165824890137, 0.4593355655670166, 0.40898382663726807, 0.43204864859580994]"
S1,afriberta,zero-shot,ENG2109,English,A,1,"[0.9999998807907104, 0.7856371998786926, 0.7858092784881592, 0.789557933807373]"
S1,afriberta,zero-shot,ENG2245,English,B,1,"[0.7874030470848083, 0.9999998807907104, 0.7761319875717163, 0.7499432563781738]"
S1,afriberta,zero-shot,ENG1267,English,C,1,"[0.7993977665901184, 0.6874729990959167, 1.0, 0.78977370262146]"
S1,afriberta,zero-shot,ENG1238,English,D,1,"[0.7459487318992615, 0.7536275386810303, 0.7969741225242615, 0.9999999403953552]"
S1,afriberta,zero-shot,ENG1638,English,A,1,"[1.0, 0.6079896688461304, 0.642427921295166, 0.7181451320648193]"
S1,afriberta,zero-shot,ENG0113,English,B,1,"[0.5259096622467041, 1.0000001192092896, 0.5286350250244141, 0.7514245510101318]"
S1,afriberta,zero-shot,ENG0148,English,C,1,"[0.3711355924606323, 0.5843817591667175, 1.0000001192092896, 0.42419159412384033]"
S1,afriberta,zero-shot,ENG0432,English,D,1,"[0.6758936047554016, 0.8543351888656616, 0.7511857151985168, 1.0]"
S1,afriberta,zero-shot,ENG1450,English,A,1,"[1.0, 0.7404696941375732, 0.7299915552139282, 0.6824596524238586]"
S1,afriberta,zero-shot,ENG0319,English,B,1,"[0.7553359866142273, 1.0, 0.7041727900505066, 0.7859456539154053]"
S1,afriberta,zero-shot,ENG2038,English,C,1,"[0.7876763939857483, 0.7898842692375183, 0.9999999403953552, 0.7847360372543335]"
S1,afriberta,zero-shot,ENG1126,English,D,1,"[0.6238622665405273, 0.6903077363967896, 0.6440741419792175, 1.0]"
S1,afriberta,zero-shot,ENG1569,English,A,1,"[1.0000001192092896, 0.7597765922546387, 0.7269519567489624, 0.80661940574646]"
S1,afriberta,zero-shot,ENG2028,English,B,1,"[0.6878758668899536, 0.9999998807907104, 0.7031317949295044, 0.6687270402908325]"
S1,afriberta,zero-shot,ENG0378,English,C,1,"[0.757697343826294, 0.5419030785560608, 1.0, 0.7648535966873169]"
S1,afriberta,zero-shot,ENG0566,English,D,1,"[0.6154285669326782, 0.6718016862869263, 0.7811952829360962, 1.0000001192092896]"
S1,afriberta,zero-shot,ENG0304,English,A,1,"[1.0000001192092896, 0.6483457684516907, 0.8018525838851929, 0.7854756116867065]"
S1,afriberta,zero-shot,ENG0572,English,B,1,"[0.7254341244697571, 1.0, 0.71192467212677, 0.7648877501487732]"
S1,afriberta,zero-shot,ENG0366,English,C,1,"[0.7854071855545044, 0.6500676274299622, 0.9999999403953552, 0.7764354944229126]"
S1,afriberta,zero-shot,ENG0819,English,D,1,"[0.6631007790565491, 0.6604889631271362, 0.6129128932952881, 1.0000001192092896]"
S1,afriberta,zero-shot,ENG2013,English,A,1,"[1.0, 0.7210597991943359, 0.6718016266822815, 0.6538040637969971]"
S1,afriberta,zero-shot,ENG0068,English,B,1,"[0.6606960892677307, 1.0, 0.6138432025909424, 0.5267109274864197]"
S1,afriberta,zero-shot,ENG1613,English,C,1,"[0.8046588897705078, 0.7134913802146912, 0.9999999403953552, 0.782409131526947]"
S1,afriberta,zero-shot,ENG0225,English,D,1,"[0.6124262809753418, 0.6963912844657898, 0.7033796906471252, 1.0]"
S1,afriberta,zero-shot,ENG1589,English,A,1,"[1.0000001192092896, 0.7517609000205994, 0.7342304587364197, 0.6797283887863159]"
S1,afriberta,zero-shot,ENG1956,English,B,1,"[0.7470210194587708, 1.0, 0.4035019874572754, 0.7421419024467468]"
S1,afriberta,zero-shot,ENG1244,English,C,1,"[0.8645601868629456, 0.793692946434021, 1.0, 0.8334906697273254]"
S1,afriberta,zero-shot,ENG0463,English,D,1,"[0.6251911520957947, 0.7284608483314514, 0.7831853628158569, 1.0000001192092896]"
S1,afriberta,zero-shot,ENG0663,English,A,1,"[1.0000001192092896, 0.6342980265617371, 0.7030019164085388, 0.6482917666435242]"
S1,afriberta,zero-shot,ENG1785,English,B,1,"[0.7210597395896912, 0.9999998807907104, 0.6876634955406189, 0.8255084753036499]"
S1,afriberta,zero-shot,ENG1032,English,C,1,"[0.7403950691223145, 0.773331880569458, 1.0000001192092896, 0.795788586139679]"
S1,afriberta,zero-shot,ENG1771,English,D,1,"[0.6382071375846863, 0.7366430163383484, 0.731904149055481, 1.0000001192092896]"
S1,afriberta,zero-shot,ENG1628,English,A,1,"[1.0000001192092896, 0.717147707939148, 0.7678847908973694, 0.7352429032325745]"
S1,afriberta,zero-shot,ENG2018,English,B,1,"[0.692878007888794, 0.9999999403953552, 0.7186393737792969, 0.6732701659202576]"
S1,afriberta,zero-shot,ENG1923,English,C,1,"[0.7470504641532898, 0.8182778358459473, 1.0000001192092896, 0.8153517246246338]"
S1,afriberta,zero-shot,ENG0313,English,D,1,"[0.7902889251708984, 0.7297374606132507, 0.7031317949295044, 0.9999999403953552]"
S1,afriberta,zero-shot,ENG2189,English,A,1,"[0.9999999403953552, 0.743723452091217, 0.6420203447341919, 0.8302553296089172]"
S1,afriberta,zero-shot,ENG1876,English,B,1,"[0.6270902156829834, 1.0, 0.7269473671913147, 0.7157976031303406]"
S1,afriberta,zero-shot,ENG1655,English,C,1,"[0.72115558385849, 0.7697919011116028, 1.0, 0.6312253475189209]"
S1,afriberta,zero-shot,ENG1321,English,D,1,"[0.7163114547729492, 0.8063771724700928, 0.7156023979187012, 1.0]"
S1,afriberta,zero-shot,ENG1010,English,A,1,"[0.9999999403953552, 0.7299671173095703, 0.5987483263015747, 0.7189128398895264]"
S1,afriberta,zero-shot,ENG0370,English,B,1,"[0.8303802013397217, 1.0, 0.7514174580574036, 0.6702463030815125]"
S1,afriberta,zero-shot,ENG0109,English,C,1,"[0.7431855797767639, 0.6090337634086609, 1.0000001192092896, 0.7066106796264648]"
S1,afriberta,zero-shot,ENG1944,English,D,1,"[0.7853002548217773, 0.7159318327903748, 0.5646855235099792, 0.9999999403953552]"
S1,afriberta,zero-shot,ENG0450,English,A,1,"[0.9999999403953552, 0.754871666431427, 0.8376433253288269, 0.7815424203872681]"
S1,afriberta,zero-shot,ENG0928,English,B,1,"[0.7659222483634949, 1.0, 0.8378182053565979, 0.7821076512336731]"
S1,afriberta,zero-shot,ENG2124,English,C,1,"[0.7516341209411621, 0.7756283283233643, 1.0, 0.7372888326644897]"
S1,afriberta,zero-shot,ENG0498,English,D,1,"[0.8043618202209473, 0.7459487318992615, 0.6898618936538696, 0.9999998807907104]"
S1,afriberta,zero-shot,ENG1133,English,A,1,"[1.0000001192092896, 0.860207200050354, 0.7741991281509399, 0.84430330991745]"
S1,afriberta,zero-shot,ENG1644,English,B,1,"[0.8105977773666382, 0.9999999403953552, 0.7967796325683594, 0.7539224624633789]"
S1,afriberta,zero-shot,MID0381,Arabic,B,0,"[0.39654672145843506, 0.41051775217056274, 0.34901881217956543, 0.3986504077911377]"
S1,afriberta,zero-shot,MID0854,Arabic,B,1,"[0.38783666491508484, 0.4047451615333557, 0.3304402828216553, 0.29137787222862244]"
S1,afriberta,zero-shot,MID0356,Arabic,A,0,"[0.357047975063324, 0.35437989234924316, 0.288587361574173, 0.33315563201904297]"
S1,afriberta,zero-shot,MID0358,Arabic,B,0,"[0.4241599440574646, 0.5129281282424927, 0.43620455265045166, 0.4812023937702179]"
S1,afriberta,zero-shot,MID0363,Arabic,D,0,"[0.39712807536125183, 0.3860849440097809, 0.3717120885848999, 0.41300758719444275]"
S1,afriberta,zero-shot,MID0487,Arabic,B,1,"[0.41322454810142517, 0.6466611623764038, 0.5720160007476807, 0.4583689868450165]"
S1,afriberta,zero-shot,MID0705,Arabic,C,1,"[0.4433492422103882, 0.4440924823284149, 0.5129987597465515, 0.4522438943386078]"
S1,afriberta,zero-shot,MID0596,Arabic,B,0,"[0.27798396348953247, 0.39139291644096375, 0.36437442898750305, 0.332050621509552]"
S1,afriberta,zero-shot,MID0552,Arabic,B,0,"[0.4062332510948181, 0.4311811625957489, 0.42539018392562866, 0.3872038424015045]"
S1,afriberta,zero-shot,MID0031,Arabic,D,0,"[0.36874920129776, 0.41274431347846985, 0.4087061285972595, 0.4688061773777008]"
S1,afriberta,zero-shot,MID0591,Arabic,C,1,"[0.420994371175766, 0.5412812829017639, 0.5795885920524597, 0.43744033575057983]"
S1,afriberta,zero-shot,MID0522,Arabic,C,0,"[0.5214914679527283, 0.5530709028244019, 0.7041385173797607, 0.4457928538322449]"
S1,afriberta,zero-shot,MID0216,Arabic,B,0,"[0.4555584788322449, 0.5021715760231018, 0.32758283615112305, 0.3899616301059723]"
S1,afriberta,zero-shot,MID0064,Arabic,C,0,"[0.6643019318580627, 0.495679646730423, 0.6695755124092102, 0.48589760065078735]"
S1,afriberta,zero-shot,MID0317,Arabic,A,0,"[0.38659045100212097, 0.38300129771232605, 0.36954250931739807, 0.35682225227355957]"
S1,afriberta,zero-shot,MID0040,Arabic,A,0,"[0.38856667280197144, 0.37120094895362854, 0.38046684861183167, 0.32152703404426575]"
S1,afriberta,zero-shot,MID0236,Arabic,D,0,"[0.5498442649841309, 0.6064229011535645, 0.5036647915840149, 0.6440156102180481]"
S1,afriberta,zero-shot,MID0862,Arabic,C,0,"[0.37348300218582153, 0.39855822920799255, 0.48143213987350464, 0.36776232719421387]"
S1,afriberta,zero-shot,MID0425,Arabic,D,0,"[0.4116142988204956, 0.365502268075943, 0.40326908230781555, 0.46157127618789673]"
S1,afriberta,zero-shot,MID0073,Arabic,A,0,"[0.4340655207633972, 0.3964071273803711, 0.3895992338657379, 0.4056815803050995]"
S1,afriberta,zero-shot,MID0909,Arabic,A,1,"[0.3858213424682617, 0.35583850741386414, 0.32954058051109314, 0.37191128730773926]"
S1,afriberta,zero-shot,MID0169,Arabic,C,0,"[0.33466723561286926, 0.3569513261318207, 0.40623223781585693, 0.377498060464859]"
S1,afriberta,zero-shot,MID0767,Arabic,B,0,"[0.4581282436847687, 0.6043403148651123, 0.45448869466781616, 0.44755375385284424]"
S1,afriberta,zero-shot,MID0622,Arabic,B,0,"[0.3635617196559906, 0.387320339679718, 0.37324076890945435, 0.37205278873443604]"
S1,afriberta,zero-shot,MID0071,Arabic,D,0,"[0.47955062985420227, 0.4577424228191376, 0.4117386043071747, 0.536384642124176]"
S1,afriberta,zero-shot,MID0068,Arabic,D,0,"[0.35838162899017334, 0.3862985074520111, 0.39042940735816956, 0.3910560607910156]"
S1,afriberta,zero-shot,MID0307,Arabic,C,1,"[0.4423106610774994, 0.48736459016799927, 0.5952264070510864, 0.5441628098487854]"
S1,afriberta,zero-shot,MID0820,Arabic,B,0,"[0.3568779230117798, 0.4153105616569519, 0.40298405289649963, 0.3372633755207062]"
S1,afriberta,zero-shot,MID0719,Arabic,D,0,"[0.42862629890441895, 0.3998521566390991, 0.4450156092643738, 0.48504164814949036]"
S1,afriberta,zero-shot,MID0639,Arabic,D,0,"[0.47614169120788574, 0.4952242970466614, 0.48220279812812805, 0.5058284401893616]"
S1,afriberta,zero-shot,MID0322,Arabic,D,0,"[0.4130131006240845, 0.4101802706718445, 0.4191756844520569, 0.4760209321975708]"
S1,afriberta,zero-shot,MID0785,Arabic,B,0,"[0.3841657340526581, 0.4171077311038971, 0.3133595585823059, 0.3576987087726593]"
S1,afriberta,zero-shot,MID0549,Arabic,A,1,"[0.5729405879974365, 0.4348578155040741, 0.4662371873855591, 0.5071459412574768]"
S1,afriberta,zero-shot,MID0343,Arabic,B,1,"[0.34346169233322144, 0.5793992877006531, 0.3865058124065399, 0.4051371216773987]"
S1,afriberta,zero-shot,MID0276,Arabic,B,0,"[0.4612677991390228, 0.5381158590316772, 0.46124449372291565, 0.47273606061935425]"
S1,afriberta,zero-shot,MID0502,Arabic,D,1,"[0.5498442649841309, 0.5376959443092346, 0.4877574145793915, 0.6166378259658813]"
S1,afriberta,zero-shot,MID0295,Arabic,B,0,"[0.40150687098503113, 0.425704687833786, 0.3709999620914459, 0.41926777362823486]"
S1,afriberta,zero-shot,MID0500,Arabic,D,0,"[0.35269322991371155, 0.37391555309295654, 0.339111864566803, 0.3997078537940979]"
S1,afriberta,zero-shot,MID0631,Arabic,B,0,"[0.5140618085861206, 0.5250292420387268, 0.4269973337650299, 0.42485713958740234]"
S1,afriberta,zero-shot,MID0024,Arabic,A,0,"[0.511428713798523, 0.4407699704170227, 0.39460062980651855, 0.4108324646949768]"
S1,afriberta,zero-shot,MID0441,Arabic,D,0,"[0.43378710746765137, 0.3455086946487427, 0.3905186355113983, 0.49160832166671753]"
S1,afriberta,zero-shot,MID0412,Arabic,A,0,"[0.664881706237793, 0.4671020209789276, 0.5712599754333496, 0.5165175795555115]"
S1,afriberta,zero-shot,MID0219,Arabic,D,0,"[0.5837520360946655, 0.554771900177002, 0.47619321942329407, 0.5973271131515503]"
S1,afriberta,zero-shot,MID0523,Arabic,C,0,"[0.4485310912132263, 0.3916477859020233, 0.49110957980155945, 0.3523228168487549]"
S1,afriberta,zero-shot,MID0614,Arabic,C,0,"[0.42851191759109497, 0.39251071214675903, 0.44435811042785645, 0.4358675479888916]"
S1,afriberta,zero-shot,MID0912,Arabic,A,0,"[0.4949803352355957, 0.4280875027179718, 0.4548000693321228, 0.49134042859077454]"
S1,afriberta,zero-shot,MID0755,Arabic,B,0,"[0.33897924423217773, 0.4272480607032776, 0.3514455556869507, 0.3107554614543915]"
S1,afriberta,zero-shot,MID0605,Arabic,A,0,"[0.4065035581588745, 0.4026206135749817, 0.33114534616470337, 0.3517494797706604]"
S1,afriberta,zero-shot,MID0826,Arabic,D,0,"[0.4509751796722412, 0.4159949719905853, 0.4382515549659729, 0.4570685029029846]"
S1,afriberta,zero-shot,MID0744,Arabic,A,0,"[0.3693954646587372, 0.34965741634368896, 0.3618727922439575, 0.35500016808509827]"
S1,afriberta,zero-shot,YOR1930,Yoruba,C,0,"[0.4556146562099457, 0.47657153010368347, 0.49221178889274597, 0.4537584185600281]"
S1,afriberta,zero-shot,YOR1569,Yoruba,B,1,"[0.4643556773662567, 0.5361295342445374, 0.43456271290779114, 0.47370824217796326]"
S1,afriberta,zero-shot,YOR2171,Yoruba,A,0,"[0.510994017124176, 0.49726465344429016, 0.49740442633628845, 0.5104212164878845]"
