Sample_ID,source_text,english_translation,Cultural_Context
MID0141,الشاطرة تغزل برجل الحمار,Unwillingness easily finds an excuse.,"The smart person is the one who can succeed with the least possible means, and makes use of what he has, no matter how little, to achieve his goal. The proverb literally means that a smart woman can spin fabric even using a donkey's leg."
MID0142,الظفر ميطلعش من اللحم ,Blood is thicker than water ,It indicates that kinship cannot be abandoned.
MID0143,العبد في التفكير والرب في التدبير.,man proposes and god disposes,"A person should think about solving his problems with all his strength, and Allah is the source of success. The proverb points that a person should not worry about problems and tire himself out thinking, while Allah has already provided a solution for them."
MID0144,العجلة من الشيطان,haste makes waste.,"This proverb is used to encourage patience, thinking, and not rushing, because some things do not get enough study and deep thinking."
MID0145,العزا حارة (ساخنة) والميت كلب,"Too much ado about nothing.
Much bran and little meal.
",People cry so hard when the dead person is just a dog. The proverb is said when something is advertised in an exaggerated way while in reality it is very small.
MID0146,الغالي تمنه فيه,You get what you pay for ,"An expensive thing is worth the price because of its quality. This proverb advises buying a good, well-crafted thing, no matter how expensive it is; it is better than a cheap, poor thing that a person might throw away half of because it is not good."
MID0147,الغايب حجته معاه,The absent party is not so faulty.,Do not blame a person for his absence; he may have an excuse or a reason to justify this absence; it is better to wait until his excuse is heard.
MID0148,القرد في عين أمه غزال,Beauty’s in the eye of the beholder.,"The origin of this proverb, as narrated in ""Aesop's Fables,"" goes back to a beauty contest organized by Jupiter, one of the Roman gods. Jupiter sat on his throne as the beautiful animals paraded before him one by one, showing off their beauty. The peacock and its chick passed by, followed by the giraffe and its calf, and so on. Just before Jupiter could announce his judgment and declare the winning animal, a monkey ran in front of him, proudly, showing off her baby. All the attendees burst into laughter and tried to persuade the monkey to withdraw from the contest, but she refused, insisting that her baby was the most beautiful of all the animals. Jupiter laughed and said, ""The monkey's child is a gazelle in its mother's eyes."""
MID0149,القرش الأبيض ينفع في اليوم الأسود.,To lay by for a rainy day.,"A penny is one hundredth of the Egyptian pound and was minted from aluminum, so it was white in color. It can be saved for a bad day. A person should save some of their money or earnings for times of hardship."
MID0150,القفة أم ودنين بيشيلوها اثنين,Many hands make light work.,It is a metaphor for cooperation and highlighting this good quality.
MID0151,اِلْكُتْرَهْ تِغْلِبِ الشَّجَاعَهْ ,Strength in numbers.,Al-Kitrah: abundance. It was said in the past: “Two weak ones overcome one strong one.”
MID0152,اِلْكِدْبْ مَالُوشْ رِجْلِينْ,Lies don't last.,"It means that the lie has no legs to walk with, and refers to the fact that the lies will be revealed soon. Some people say ""falsehood” instead of lying. This expression is used in the opposite meaning also: “The thief has no legs.”, as it means that the thief does not have two legs to stand on, but rather he quickly flees."
