stage,variant,language,proverb,correct_meaning,raw_model_output,status,error,mcq_id,model,prompt,extracted_vote
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Yoruba_11,openai/gpt-5,"Which option is correct?

A. God bestows one with wealth so that they may share it with others.
B. A bird’s beak cannot snap up a rock.
C. Whatever one handles gently will not be ruined; it is what one attempts with force that causes grief.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,overgenerate-select,,,,,,,overgenerate-select_Yoruba_11,google/gemini-2.5-pro,"Which option is correct?

A. God bestows one with wealth so that they may share it with others.
B. A bird’s beak cannot snap up a rock.
C. Whatever one handles gently will not be ruined; it is what one attempts with force that causes grief.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,overgenerate-select,,,,"The user asks: ""Which option is",,,overgenerate-select_Yoruba_11,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. God bestows one with wealth so that they may share it with others.
B. A bird’s beak cannot snap up a rock.
C. Whatever one handles gently will not be ruined; it is what one attempts with force that causes grief.
D. Going-and-returning is the manner of the hand’s journey to the mouth. B",
audit,overgenerate-select,,,,B,,,overgenerate-select_Yoruba_12,anthropic/claude-opus-4.8,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Pay attention to detail; a minor misstep can cause a big problem.
C. The world accepts only adding on.
D. [If] all was ruined during one’s watch, that spells a defect in character.",B
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Yoruba_12,openai/gpt-5,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Pay attention to detail; a minor misstep can cause a big problem.
C. The world accepts only adding on.
D. [If] all was ruined during one’s watch, that spells a defect in character.",
audit,overgenerate-select,,,,,,,overgenerate-select_Yoruba_12,google/gemini-2.5-pro,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Pay attention to detail; a minor misstep can cause a big problem.
C. The world accepts only adding on.
D. [If] all was ruined during one’s watch, that spells a defect in character.",
audit,overgenerate-select,,,,"We are given a question: ""Which",,,overgenerate-select_Yoruba_12,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. A house does not burn and fill the eyes with sleep.
B. Pay attention to detail; a minor misstep can cause a big problem.
C. The world accepts only adding on.
D. [If] all was ruined during one’s watch, that spells a defect in character.",A
audit,overgenerate-select,,,,C,,,overgenerate-select_Yoruba_13,anthropic/claude-opus-4.8,"Which option is correct?

A. Where one finds I-will-kill-him-for-sure, even there too will one find I-will-save-him.
B. The toad is only slightly taller than the earth.
C. Laziness in youth leads to poverty in old age.
D. There is no manner of death that is inconvenient for the chicken.",C
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Yoruba_13,openai/gpt-5,"Which option is correct?

A. Where one finds I-will-kill-him-for-sure, even there too will one find I-will-save-him.
B. The toad is only slightly taller than the earth.
C. Laziness in youth leads to poverty in old age.
D. There is no manner of death that is inconvenient for the chicken.",
audit,overgenerate-select,,,,,,,overgenerate-select_Yoruba_13,google/gemini-2.5-pro,"Which option is correct?

A. Where one finds I-will-kill-him-for-sure, even there too will one find I-will-save-him.
B. The toad is only slightly taller than the earth.
C. Laziness in youth leads to poverty in old age.
D. There is no manner of death that is inconvenient for the chicken.",
audit,overgenerate-select,,,,"We are asked: ""Which option is",,,overgenerate-select_Yoruba_13,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. Where one finds I-will-kill-him-for-sure, even there too will one find I-will-save-him.
B. The toad is only slightly taller than the earth.
C. Laziness in youth leads to poverty in old age.
D. There is no manner of death that is inconvenient for the chicken.",
audit,overgenerate-select,,,,C,,,overgenerate-select_Yoruba_14,anthropic/claude-opus-4.8,"Which option is correct?

A. It is from childhood that the elephant was greater than the buffalo.
B. It is an insatiable chief of the masqueraders’ cult that stands on tiptoe to watch a performing masquerader.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the retail merchant who makes mer chandise dear.",C
audit,overgenerate-select,,,,,,400 Client Error: Bad Request for url: https://openrouter.ai/api/v1/chat/completions,overgenerate-select_Yoruba_14,openai/gpt-5,"Which option is correct?

A. It is from childhood that the elephant was greater than the buffalo.
B. It is an insatiable chief of the masqueraders’ cult that stands on tiptoe to watch a performing masquerader.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the retail merchant who makes mer chandise dear.",
audit,overgenerate-select,,,,,,,overgenerate-select_Yoruba_14,google/gemini-2.5-pro,"Which option is correct?

A. It is from childhood that the elephant was greater than the buffalo.
B. It is an insatiable chief of the masqueraders’ cult that stands on tiptoe to watch a performing masquerader.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the retail merchant who makes mer chandise dear.",
audit,overgenerate-select,,,,"We are given four options A, B",,,overgenerate-select_Yoruba_14,nvidia/nemotron-3-ultra-550b-a55b:free,"Which option is correct?

A. It is from childhood that the elephant was greater than the buffalo.
B. It is an insatiable chief of the masqueraders’ cult that stands on tiptoe to watch a performing masquerader.
C. Sudden pouncing does not capture greatness; working like a slave does not ensure anything.
D. It is the retail merchant who makes mer chandise dear.",B
