Sample_ID,Source_Text_Yo,Target_Text_En,Cultural_Context,Provenance,QA_Flag,Comments
YOR0122,Àìsí èèyàn lóko là ḿbá ajá sọ̀rọ̀.,It is the absence of people on the farm that brings one to converse with a dog.,"But for unfortunate circumstances, one would not deign to associate with certain people.",part1.docx,FIX,"""ọ̀"" was omitted twice in the Yoruba proverb"
YOR0123,"Àìsí-ńlé ẹkùn, ajá ńgbó.","The leopard being away from home, the dog barks.","When the master is away, the minion will strut.",part1.docx,FIX,"Removed ""See the following entry, and also 146."" from cultural context"
YOR0124,"Àìsí-ńlé ológbò, ilé dilé èkúté.","The cat being away from home, the house becomes a domain for mice.",People will take advantage of any relaxation of supervision. ,part1.docx,FIX,"Removed ""See the previous entry."" from cultural context. Also removed a space"
YOR0125,Àìso àbà ló mẹ́yẹ wá jẹ̀gbá; ẹyẹ kì í jẹ̀gbá,"The failure of the àbà tree to produce fruit brought the bird to eating garden egg; ordinarily, birds would not eat bitter tomato.","But for unavoidable misfortune, one would not have been reduced to the demeaning circum stance in which one finds oneself.",part1.docx,FIX,"""ẹ̀"" was omitted x3 in the yoruba proverb.  Also, i fixed a grammatical error in the target_text. The sentence was lacking ""produce"" which is an error from the source material"
YOR0126,Ajá kì í gbó níbojì ẹkùn.,A dog does not bark in the leopard’s lair.,One must defer to one’s superiors.,part1.docx,FIX,"Mismatch order. context was in yoruba, proverb and direct translation were in the translation column"
YOR0127,Ajá kì í lọ ságinjù lọ ṣọdẹ ẹkùn,A dog does not go into the wild to hunt a leopard.,One should not attempt feats one is unqualified to accomplish.,part1.docx,,
YOR0128,Ajá kì í rorò kó ṣọ́ ojúlé méjì,A dog is never so fierce that it can guard two doorways.,One cannot serve two masters simultaneously.,part1.docx,FIX,"""ọ́"" was missing in the yoruba proverb"
YOR0129,Ajá mọ ìgbẹ́; ẹlẹ́dẹ̀-ẹ́ mọ àfọ̀; tòlótòló mọ ẹni tí yó yìnbọn ìdí sí,A dog knows excrement; a pig knows a mud pit; a turkey knows to whom to direct its fart.,People should know who are their peers and who are not.,part1.docx,FIX,"""ò"" was omitted, ""ẹ́"" was omitted thrice and elede was miswritten as eludu"
YOR0130,Ajá rí epo kò lá; ìyá-a rẹ̀ẹ́ àṣe ihá bí?,The dog sees palm oil but does not lick it; did its mother excrete palm-nut pericarp?,One should not be unreasonably squeamish.,part1.docx,FIX,"""a rẹ̀ẹ́"" was omitted in the yoruba proverb"
YOR0131,"Ajá tó ńlépa ẹkùn, ìyọnu ló ńwá",A dog that chases a leopard is seeking trouble.,One should not overreach oneself.,part1.docx,,
YOR0132,Ajá tún padà sí èébì-i rẹ̀.,The dog returns to its vomit.,To accept what one has once rejected is to lose face.,part1.docx,FIX,"Added ""ẹ̀"""
YOR0133,"Àjàpá ní kò sí oun tó dà bí oun tí a mọ̀ ọ́ ṣe; ó ní bí òún bá ju ẹyìn sínu, òun a tu èkùrọ́ sílẹ̀","Tortoise says there is nothing quite like expertise in one’s calling; it says if it puts a palm fruit into its mouth, it spits out a palm nut.",Nothing succeeds like expertise.,part1.docx,FIX,"Removed space in ""expertise"" in the target_text_en, cut off from ""tu..."" in the yoruba text"
YOR0134,"Àjàpá ní òun tí ìbá só ló sùn yí, bẹ̀ẹ́ni ẹní bá sùn kì í só.","Tortoise argues that it that might have farted but was sound asleep, and, surely, those that sleep do not fart!",Some defenses are so transparent as to be frivolous.,part1.docx,FIX,"mis-parsed ''ẹ́ẹ́"" as ""o """
YOR0135,"Àjàpá ńlọ sájò, wọ́n ní ìgbà wo ni yó dèé, ó ní ó dìgbàtí òún bá tẹ́.","Tortoise set out on a journey and, asked when it would return, replied that it would be after it had earned disgrace.",Certain people will not change course until they are disgraced.,part1.docx,FIX,"Omitted ""ọ́"" in the Yoruba text, replaced ""o gba"" with ""ẹ́"""
YOR0136,Àjátì àwọn ní ńkọ́ òrofó lógbón,It is a loosely hung net that teaches the fruit pigeon a lesson.,"Careless, imprudent persons have their nemesis waiting for them.",part1.docx,FIX,"""ọ́"" was omitted twice in the yoruba text"
YOR0137,À-jẹ-ì-kúrò ní ńpa ẹmọ́n; à-jẹ-ì-kúrò ní ńpa àfè; à-jẹ-ì-kúrò ní ńpa máláàjú.,Feeding-without-leaving kills the Tull berg’s rat; feeding-without-departing kills the spotted grass mouse; feeding-without departing kills the máláàjú rat.,Lack of moderation leads to death.,part1.docx,FIX,ẹ & ọ́ were omitted in the yoruba text
YOR0138,À-jẹ-pọ̀ ni tàdán.,Eating-until-vomiting is the trait of the bat. On humility 53,This observation on a being with no self restraint could also be a wish that a person not benefit from something he or she has appropriated.,part1.docx,FIX,"""ọ̀"" was omitted"
YOR0139,"À-jẹ-tán, à-jẹ-ì-mọra, ká fi ọwọ́ mẹ́wẹ̀ẹ̀wá jẹun ò yẹ ọmọ èèyàn.","Eating-absolutely-everything, eating-with abandon, eating with all ten fingers is un worthy of human beings.",People should not be slaves to food.,part1.docx,FIX,ẹ & ọ́ were omitted in the yoruba text
YOR0140,"À-jókòó-àì-dùde, à-sọ̀rọ̀-àì-gbèsì, ká sinni títí ká má padà sílé: àì-sunwọn ní ńgbèhìn-in rẹ̀.","Sitting-without-getting-up, speaking without-waiting-for-responses, walking people on their way and not turning back: unpleasantness is what they breed.",Excess and self-forgetfulness in anything bring unpleasant results.,part1.docx,FIX,m was omitted in the yoruba text
YOR0141,Àkàtàmpò ò tó ìjà-á jà; ta ní tó mú igi wá kò ó lójú?,"The bow cannot fight, but who dares con front it with a stick?",A stick is no match for a bow.,part1.docx,FIX,ẹ & ọ́ were omitted in the yoruba text
YOR0142,Àkîijé mú òrìṣà níyì.,Refusal-to-acknowledge-salutations en hances the god’s dignity.,Distancing oneself from ordinary people lends one prestige.,part1.docx,FIX,"""Àkîijé mu"" was replaced with ""kójọmú"""
YOR0143,"Àkísà-á mọ̀ ìwọn ara-a rẹ̀, ó gbé párá jẹ́.",The rag knows its place; it remains quietly on the rafters.,A person of low stand ing should not call attention to himself or herself.,part1.docx,FIX,"ẹ, ọ́ & a were omitted in the yoruba text. cutoff from ""...weave cloth."" till the cultural context, givint not_provided"
YOR0144,Àkókó inú igbó ní àwọn lè gbé odó; òpòlò lódò ní àwọn lè lọ ìlèkè; awúrebé ní àwọn lè hun aṣọ.,Woodpeckers in the forest say they can carve mortars; frogs in the stream say they can string beads; and awúrebe say they can weave cloth,Misplaced self-confidence leads the creatures into empty boasts.,part1.docx,FIX,ẹ & a were omitted in the yoruba text
YOR0145,Akórira ò ní ǹkan; ọ̀dùn ò sunwò fún ṣòkòtò.,An overly squeamish person owns nothing; raffia cloth is no good for trousers.,Exces sive squeamishness renders one helpless and destitute.,part1.docx,FIX,"""ǹ"" & ""ọ́"" were omitted in the yoruba text"
YOR0146,"Akú, nkò ní omitooro-o rẹ̀ ẹ́ lá; àìkú, nkò níì pè é rán níṣẹ́.","Dead, I will not eat its broth; alive, I will not send it on an errand.",One need pay no mind to a person who can in no way affect one’s fortune. Compare 2188.,part1.docx,FIX,o & ẹ́ were missing from the Yoruba text
YOR0147,Àkùkọ adìẹ́ fi dídájí ṣàgbà; ó fi ṣísụ-sílẹ̀ ṣèwe.,The rooster shows its maturity by its early rising; it shows its lack of maturity by defe cating on the floor.,Nobody is free of some blemish.,part1.docx,FIX,"""adìfò"" instead of ""adie fi"""
YOR0148,Aláàńtètè: ó jí ní kùtùkùtù ó ní òun ó dàá yànpòn-yànpòn sílẹ̀,The cricket arises in the morning and vows to perform wonders.,The puny person’s boasts are always empty.,part1.docx,FIX,"ẹ, ọ́ & a were omitted in the yoruba text. "
YOR0149,Aláìnítìjú lọ kú sílé àna-a rẹ̀.,A shameless person goes to die in his in-laws’ house.,One should never demean oneself with unbecoming actions.,part1.docx,FIX,"""ẹ̀."" was omitted in the yoruba text"
YOR0150,Alákòró kì í sá fógun.,A wearer of a battle helmet does not flee from war.,A warrior does not run from battle.,part1.docx,,
YOR0151,Aláǹgbá kì í lérí àti pa ejò.,A lizard does not boast that it will kill a snake.,People should not propose what they cannot accomplish.,part1.docx,,"""ǹ"" was missing in the yoruba text"
YOR0152,Aláṣejù ajá ní ńlépa ẹkùn.,It is an overreaching dog that chases leopards.,One should not challenge people one cannot match.,part1.docx,,"removed space in ""leo pards"""
YOR0153,"Aláṣejù, baba ojo.","The immoderate person, greatest of cowards.",Immoderation is a cloak for cowardice.,part1.docx,,
YOR0154,"Aláṣejù, pẹ̀rẹ̀ ní ńtẹ́; àṣéjù, baba àṣetẹ́.",The immoderate person easily finds disgrace; immoderation is the father of disgrace.,Immoderation brings disgrace.,part1.docx,FIX,total mixup in the order
YOR0156,Aláṣejù tí ńpọkọ ní baba.,Overzealous wife calls her husband ‘‘father.’’,The wife who calls her husband ‘‘father’’ carries respect beyond reasonable limits; one should not be overzealous observing proprieties.,part1.docx,,
YOR0157,Aláṣọ àlà kì í jókòó sísọ̀ elépo,A person dressed in white does not sit at the stall of a palm-oil seller.,One should not expose oneself to abuse or danger.,part1.docx,FIX,"""ọ̀"" was missing in the yoruba text"
YOR0158,Aláṣọ-kan kì í ná ànárẹ,A person who has only one set of clothing does not bargain until he is wet.,A person with meager resources should husband them judiciously.,part1.docx,FIX,"removed ""See also the following entry."" from cultural context"
YOR0159,Aláṣọ-kan kì í ṣeré òjò.,A person who has only one set of clothing does not play in the rain.,A person with meager resources should husband them judiciously.,part1.docx,,
YOR0160,Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀.,The person who must settle his or her affair knows best how to plan to go about doing so.,One should not second-guess others or try to make their decisions for them.,part1.docx,FIX,"""ẹ̀"" was misssing in the yoruba text"
YOR0161,Àlejò kì í lọ kó mú onílé dání.,The visitor does not take his or her leave and take the host along.,Each person must confront his or her destiny alone.,part1.docx,,
YOR0162,Àlejò kì í pìtàn ìlú fónílé.,The visitor does not recount the history of the town for the host.,Never presume to know more than the custodian of knowledge.,part1.docx,FIX,"removed space from ""know ledge"" in cultural knowledge"
YOR0163,Àlémú ò yẹ àgbà; àgbà kì í ṣe ohun àlémú.,To be pursued does not become an elder; an elder does not cause himself to be pursued. On humility 55,Elders should always behave in ways that would cause them no disgrace.,part1.docx,,
YOR0164,"Amùrín ò sunwọ̀n, ó yí sáró","The lizard is not good-looking to start with, and it slips into indigo dye.",A person who has enough flaws should not seek ways to add to them.,part1.docx,FIX,"""ọ̀"" was missing from the yoruba context"
YOR0165,Ànán-mánàán ẹtu jìnfìn; oní-mónìí ẹtu jìnfìn; ẹran mìíràn ò sí nígbó lẹ́hìn ẹtu?,Yesterday the antelope was caught in a pit trap; today the antelope is caught in a pit trap; is there no other animal in the forest besides the antelope?,"If the same person repeatedly finds himself or herself in difficulties others are able to avoid, one should look to the person’s character for the expla nation.",part1.docx,,
YOR0166,Apá èkúté-ilé ò ká awùsá; kìkìi yíyíkiri ló mọ.,The mouse cannot get a grip on the awùsá nut; all it can do is roll it around.,Some people are beyond any schemes by their enemies.,part1.docx,,
YOR0167,"Àpárá ńlá, ìjà ní ńdà.",Excessive ribbing unfailingly leads to a fight.,Jokes should have limits.,part1.docx,,
YOR0169,Àpárá ńlá ni iná ńdá; iná ò lè rí omi gbéṣe.,The fire is being most overbearing; there is nothing fire can do to water.,This entry has the same application as the following one.,part1.docx,,
YOR0170,Àpárá ńlá nikán ńdá; ikán ò lè mu òkúta.,The termite is being most overbearing; a ter mite cannot eat a rock.,Certain people do not know their place; certain people are beyond the reach of their adversaries.,part1.docx,,
YOR0171,Àpọ́nle ni ‘‘Iyá-a Káà’’; ìyá kan ò sí níkàn tí kò lórúkọ.,Calling a person ‘‘Mother of the Compound’’ is only a mark of respect; there is no mother in the compound who does not have a name.,People in a position of re spect should not forget that respect can be withdrawn. See the preceding entry.,part1.docx,,
YOR0172,Ará okó ní òún gbọ́ fínrín fínrín; ta ló sọ fun bí kò ṣe ará ile?,"The bush dweller says he heard a rumor; who told him, if it was not a town dweller?",People should not presume to instruct those who know better than they.,part1.docx,FIX,"""ọ́"" was absent in the yoruba text"
YOR0173,"Ara-àìbalẹ̀, olórí àrùn.","Restlessness, father of all diseases.",No disease is greater than hyperactivity.,part1.docx,,
YOR0174,Àrífín ilé ó jọkà jẹ òròmọ adìẹ.,Fear of losing face within one’s home dis suades one from eating day-old chicks.,A person who would retain esteem among his or her peers must not act beneath himself or herself.,part1.docx,,
YOR0175,À-rí-ì-gbọdọ̀-wí: baálé ilé ṣu sápẹ.,Something-seen-but-unmentionable: the man of the house shits in the saucepan.,"When an illustrious person does the un mentionable, no one dares speak. See the following entry also.",part1.docx,,
YOR0176,"Àrí-ì-gbọdọ̀-wí, baálé ilé yọkun lémú.",Something-seen-but-unmentionable: the man of the house walks around with mucus dripping from his nose.,"When a venerable person acts like a fool, few dare tell him so.",part1.docx,,"""ọ̀"" was missing in the yoruba text. ""See the preceding entry."" was removed from the cultural context"
